submission_id,QUD,RT,age,choice_options_1,choice_options_2,choice_options_3,column_number,comments,condition,correct,education,endTime,expected,experiment_id,gender,languages,question,response,row_number,sentence_chunk_1,sentence_chunk_2,sentence_chunk_3,sentence_chunk_4,sitation_number,situation,startDate,startTime,stimulus,timeSpent,trial_name,trial_number
11733,,8504,24,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,9|9|9|3|3,In this exam,of the students got,of the questions,.,14,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 9, 3, 3]}], ""number"" => 14, ""sequence"" => [""BBBCC"", ""BBBBC""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,7
11733,,5939,24,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|some|wrong,9|9|9|9|9,In this exam,of the students got,of the questions,.,17,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => '\t\t\t\t\t'}], ""number"" => 17, ""sequence"" => [""BBBBB""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0,4.57991666666667,main_trials,8
11733,,13589,24,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|wrong,3|3|3|0|0,In this exam,of the students got,of the questions,.,5,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 0, 0]}], ""number"" => 5, ""sequence"" => [""CCCDD"", ""CCCCD""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,9
11733,,5647,24,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|all|right,12|12|3|0|0,In this exam,of the students got,of the questions,.,1,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 3, 0, 0]}], ""number"" => 1, ""sequence"" => [""ACCCD"", ""ACCDD"", ""AACDD"", ""AACCD"", ""ABCDD"", ""ABCCD""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,10
11733,,6850,24,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some|most|wrong,12|12|12|3|3,In this exam,of the students got,of the questions,.,16,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 12, 3, 3]}], ""number"" => 16, ""sequence"" => [""AAACC"", ""AAAAC"", ""AAABC""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,11
11733,,4814,24,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,12|12|3|3|3,In this exam,of the students got,of the questions,.,13,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 3, 3, 3]}], ""number"" => 13, ""sequence"" => [""ACCCC"", ""AACCC"", ""ABCCC""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,12
11733,,3486,24,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|all|wrong,0|0|0|0|0,In this exam,of the students got,of the questions,.,10,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [0, 0, 0, 0, 0]}], ""number"" => 10, ""sequence"" => [""DDDDD""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,13
11733,,5692,24,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|some|right,3|3|3|3|3,In this exam,of the students got,of the questions,.,11,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 3, 3, 3]}], ""number"" => 11, ""sequence"" => [""CCCCC""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,14
11733,,6040,24,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,12|12|9|3|3,In this exam,of the students got,of the questions,.,15,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 9, 3, 3]}], ""number"" => 15, ""sequence"" => [""ABBBC"", ""ABBCC"", ""AABCC"", ""AABBC""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,15
11733,,6018,24,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,all|most|right,12|12|9|9|9,In this exam,of the students got,of the questions,.,18,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => '\f\f\t\t\t'}], ""number"" => 18, ""sequence"" => [""ABBBB"", ""AABBB""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0,4.57991666666667,main_trials,16
11733,,6884,24,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,all|most|wrong,3|3|0|0|0,In this exam,of the students got,of the questions,.,2,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [3, 3, 0, 0, 0]}], ""number"" => 2, ""sequence"" => [""CDDDD"", ""CCDDD""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,17
11733,,4578,24,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|all|right,12|12|0|0|0,In this exam,of the students got,of the questions,.,4,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 0, 0, 0]}], ""number"" => 4, ""sequence"" => [""ADDDD"", ""AADDD"", ""ABDDD"", ""ACDDD""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,18
11733,,4780,24,all|most|some|none,all|most|some|none,right|wrong,5,,low,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|right,9|9|9|0|0,In this exam,of the students got,of the questions,.,7,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 9, 0, 0]}], ""number"" => 7, ""sequence"" => [""BBBDD"", ""BBBBD"", ""BBBCD""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,19
11733,,12374,24,all|most|some|none,all|most|some|none,right|wrong,5,,high,placeholder,Graduated College,1580416450279,placeholder,83,female,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|some|right,9|9|3|0|0,In this exam,of the students got,of the questions,.,6,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 3, 0, 0]}], ""number"" => 6, ""sequence"" => [""BCCCD"", ""BCCDD"", ""BBCDD"", ""BBCCD""], ""truth_table"" => []}",Thu Jan 30 2020 12:29:35 GMT-0800 (PST),1580416175484,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4.57991666666667,main_trials,20
11759,,78910,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,high,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|none|right,12|12|0|0|0,In this exam,of the students got,of the questions,.,4,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 0, 0, 0]}], ""number"" => 4, ""sequence"" => [""ADDDD"", ""AADDD"", ""ABDDD"", ""ACDDD""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16.9862,training_trials,1
11759,,20126,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,low,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,most|most|wrong,12|12|0|0|0,In this exam,of the students got,of the questions,.,4,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 0, 0, 0]}], ""number"" => 4, ""sequence"" => [""ADDDD"", ""AADDD"", ""ABDDD"", ""ACDDD""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16.9862,training_trials,2
11759,,13608,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,low,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some|most|wrong,9|9|3|3|3,In this exam,of the students got,of the questions,.,12,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 3, 3, 3]}], ""number"" => 12, ""sequence"" => [""BCCCC"", ""BBCCC""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,16.9862,training_trials,3
11759,,14780,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,high,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,some|some|right,9|9|3|3|3,In this exam,of the students got,of the questions,.,12,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 3, 3, 3]}], ""number"" => 12, ""sequence"" => [""BCCCC"", ""BBCCC""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,16.9862,training_trials,4
11759,,70626,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,high,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|all|right,12|12|12|3|3,In this exam,of the students got,of the questions,.,16,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [12, 12, 12, 3, 3]}], ""number"" => 16, ""sequence"" => [""AAACC"", ""AAAAC"", ""AAABC""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,16.9862,main_trials,1
11759,,15383,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,low,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some|some|wrong,12|12|12|9|9,In this exam,of the students got,of the questions,.,19,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => '\f\f\f\t\t'}], ""number"" => 19, ""sequence"" => [""AAABB"", ""AAAAB""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0,16.9862,main_trials,2
11759,,18298,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,high,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Green Valley</strong> so as to make it appear as if there is a <strong>high</strong> success rate without lying.,most|most|right,9|9|3|3|3,In this exam,of the students got,of the questions,.,12,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 3, 3, 3]}], ""number"" => 12, ""sequence"" => [""BCCCC"", ""BBCCC""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,16.9862,main_trials,3
11759,,98899,31,all|most|some|none,all|most|some|none,right|wrong,5,This survey was very interesting. I like the experiment being done.,low,placeholder,Graduated High School,1580417368691,placeholder,83,male,English,Describe these results of <strong>Riverside</strong> so as to make it appear as if there is a <strong>low</strong> success rate without lying.,some|most|wrong,9|9|9|3|3,In this exam,of the students got,of the questions,.,14,"%{""instances"" => [%{""n_col"" => 12, ""rows"" => [9, 9, 9, 3, 3]}], ""number"" => 14, ""sequence"" => [""BBBCC"", ""BBBBC""], ""truth_table"" => []}",Thu Jan 30 2020 12:32:29 GMT-0800 (Pacific Standard Time),1580416349519,1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0,16.9862,main_trials,4
