submission_id,age,arraySizeCondition,comments,completed_text,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,nQuestions,names,options,prolific_session_id,prolific_study_id,question,responseTime,responses,studentsArray,text
3721,28,narrowLong,No comment,Most of the students got all of the answers right,1,Graduated College,783539,1665495258365,1665494474826,male,Sepedi,6,Chris|Julian|Susanne|Lisanne|John|Alex|Marie|Theresa|Pablo|Lesly|Daniel|Jan|Nico|Rebecca|Amy|Tina|Tim|Lisa|Julia|Mia,"None,Most,Some,All|most,none,all,some|right,wrong",63456d98ff3dad4af56cf599,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,8832,Most|all|right,6|6|6|6|6|6|6|1|1|1|1,%s of the students got %s of the answers %s
3721,28,narrowLong,No comment,All of the students got all of the answers wrong,0,Graduated College,783539,1665495258365,1665494474826,male,Sepedi,6,Lisanne|John|Julian|Susanne|Julia|Chris|Johann|Rebecca|Lesly|Nico|Tina|Marie|Amy|Alex|Thomas|Pablo|Lisa|Daniel|Jan|Tim,"None,Most,Some,All|most,none,all,some|right,wrong",63456d98ff3dad4af56cf599,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,8984,All|all|wrong,0|0|0|0|0|0|0|0|0|0|0,%s of the students got %s of the answers %s
3721,28,narrowLong,No comment,Some of the students got some of the answers wrong,0,Graduated College,783539,1665495258365,1665494474826,male,Sepedi,6,Pablo|John|Mia|Lisa|Chris|Lesly|Susanne|Johann|Alex|Lisanne|Thomas|Tim|Julian|Rebecca|Julia|Daniel|Nico|Jan|Marie|Theresa,"None,Most,Some,All|most,none,all,some|right,wrong",63456d98ff3dad4af56cf599,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,19079,Some|some|wrong,5|5|5|5|5|5|5|5|5|5|5,%s of the students got %s of the answers %s
3721,28,narrowLong,No comment,Most of the students got most of the answers wrong,0,Graduated College,783539,1665495258365,1665494474826,male,Sepedi,6,Daniel|Nico|Rebecca|Lesly|Marie|Tina|Tim|Alex|Amy|Thomas|Julia|Johann|Julian|Susanne|John|Chris|Mia|Lisanne|Pablo|Lisa,"None,Most,Some,All|most,none,all,some|right,wrong",63456d98ff3dad4af56cf599,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,8968,Most|most|wrong,1|1|1|1|1|1|1|1|1|1|1,%s of the students got %s of the answers %s
3721,28,narrowLong,No comment,Most of the students got most of the answers right,1,Graduated College,783539,1665495258365,1665494474826,male,Sepedi,6,Nico|Amy|Thomas|Lesly|Mia|Alex|Marie|Chris|Tim|Tina|Julian|Lisanne|Daniel|Rebecca|Theresa|Pablo|Susanne|John|Lisa|Johann,"None,Most,Some,All|most,none,all,some|right,wrong",63456d98ff3dad4af56cf599,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,8928,Most|most|right,5|5|5|5|1|1|1|1|1|1|1,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got most of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Daniel|Pablo|Susanne|Lisanne|Alex|Tim|Nico|Rebecca|Thomas|Lesly|Mia|Chris|Lisa|Jan|Johann|Amy|Julia|Marie|Tina|John,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,35251,Most|most|right,6|6|6|6|5|5|5|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,Some of the students got most of the answers right,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Johann|Thomas|Alex|Marie|John|Daniel|Mia|Rebecca|Pablo|Susanne|Nico|Lisa|Jan|Lisanne|Tim|Julia|Theresa|Tina|Chris|Lesly,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,32623,Some|most|right,6|6|6|6|5|5|5|5|5|5|5,%s of the students got %s of the answers %s
3720,22,narrowLong,,Some of the students got most of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Nico|Chris|Pablo|Alex|Mia|Julia|Rebecca|Tim|Julian|Jan|Thomas|Lisanne|Susanne|Marie|Theresa|Lesly|Lisa|John|Johann|Amy,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,9516,Some|most|right,5|5|5|5|1|1|1|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,All of the students got most of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Tina|Daniel|Lisa|Pablo|Chris|Johann|Julian|Nico|Alex|Lesly|Tim|Theresa|Susanne|Marie|Julia|Rebecca|Lisanne|Jan|Amy|Thomas,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,221279,All|most|right,6|6|6|6|1|1|1|1|1|1|1,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got some of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,John|Marie|Alex|Jan|Susanne|Tina|Lisa|Lesly|Chris|Nico|Mia|Rebecca|Lisanne|Theresa|Johann|Tim|Julia|Julian|Amy|Thomas,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,16307,Most|some|right,1|1|1|1|1|1|1|1|1|1|1,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got most of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Lisanne|Marie|Thomas|Alex|Lesly|Rebecca|Amy|Julian|Mia|Tina|Johann|Daniel|Julia|Jan|Chris|Lisa|Nico|Susanne|Pablo|John,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,11004,Most|most|wrong,6|6|6|6|1|1|1|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got most of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Lisa|Marie|Rebecca|Jan|Pablo|Alex|John|Chris|Amy|Lisanne|Theresa|Julia|Julian|Daniel|Tina|Thomas|Susanne|Mia|Tim|Nico,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,373985,Most|most|wrong,1|1|1|1|1|1|1|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got all of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Johann|Lesly|John|Rebecca|Marie|Amy|Tim|Jan|Mia|Lisanne|Pablo|Susanne|Theresa|Chris|Julia|Lisa|Julian|Nico|Daniel|Tina,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,6875,Most|all|wrong,6|6|6|6|0|0|0|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,Some of the students got some of the answers right,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Marie|Julian|Julia|Susanne|Amy|Chris|Lisanne|Alex|Pablo|Mia|Tim|Johann|Theresa|Daniel|Lesly|Lisa|Thomas|Rebecca|John|Tina,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,21982,Some|some|right,6|6|6|6|6|6|6|6|6|6|6,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got all of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Alex|Julia|Lisa|Susanne|John|Amy|Tina|Daniel|Lesly|Jan|Nico|Rebecca|Pablo|Marie|Johann|Lisanne|Theresa|Tim|Mia|Chris,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,91771,Most|all|right,6|6|6|6|6|6|6|5|5|5|5,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got most of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Johann|Tina|Thomas|Alex|Susanne|Jan|Amy|Lesly|Marie|Chris|Lisa|Nico|Lisanne|Daniel|Julian|Tim|Rebecca|John|Julia|Mia,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,9564,Most|most|right,5|5|5|5|5|5|5|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,Some of the students got most of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Nico|Lisa|Theresa|Mia|Alex|Marie|Jan|Lesly|Tim|Chris|Johann|Julian|Julia|Pablo|Lisanne|Rebecca|Daniel|Susanne|Amy|John,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,10080,Some|most|wrong,6|6|6|6|5|5|5|1|1|1|1,%s of the students got %s of the answers %s
3720,22,narrowLong,,Some of the students got most of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Lisa|Mia|Jan|Lesly|Julia|Pablo|Daniel|Rebecca|Lisanne|Susanne|Alex|Marie|Tina|John|Thomas|Chris|Amy|Julian|Theresa|Johann,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,9686,Some|most|wrong,5|5|5|5|1|1|1|1|1|1|1,%s of the students got %s of the answers %s
3720,22,narrowLong,,All of the students got some of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Pablo|Lesly|Johann|Thomas|Alex|Julia|Nico|Mia|Amy|John|Julian|Rebecca|Daniel|Jan|Lisa|Tim|Susanne|Marie|Lisanne|Theresa,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,412167,All|some|wrong,5|5|5|5|5|5|5|5|5|5|5,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got all of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Julia|Marie|Julian|Lisanne|Lesly|Chris|Rebecca|Nico|Jan|Thomas|Pablo|Johann|Mia|Lisa|Theresa|Alex|John|Amy|Daniel|Tim,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,8995,Most|all|right,6|6|6|6|6|6|6|1|1|1|1,%s of the students got %s of the answers %s
3720,22,narrowLong,,Some of the students got some of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Marie|Tim|Daniel|Thomas|Julian|Lisa|Theresa|Susanne|Mia|Lesly|Alex|Rebecca|Nico|Pablo|Lisanne|Julia|Amy|John|Chris|Jan,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,7805,Some|some|right,1|1|1|1|0|0|0|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,All of the students got most of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Lisa|Thomas|Julian|Lisanne|Mia|Tina|Theresa|Marie|Chris|Jan|Tim|Pablo|Johann|Susanne|Daniel|Nico|Lesly|Alex|Julia|John,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,7205,All|most|right,5|5|5|5|5|5|5|1|1|1|1,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got all of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Mia|John|Tina|Thomas|Lesly|Rebecca|Julian|Julia|Marie|Pablo|Susanne|Daniel|Theresa|Amy|Lisanne|Nico|Lisa|Tim|Johann|Alex,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,8389,Most|all|wrong,6|6|6|6|6|6|6|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,Most of the students got most of the answers right,1,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,Jan|Theresa|Alex|Lisa|Tina|Nico|Mia|Marie|Amy|Tim|Julian|Thomas|Johann|Lesly|Julia|Susanne|John|Daniel|Pablo|Rebecca,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,9157,Most|most|right,5|5|5|5|0|0|0|0|0|0|0,%s of the students got %s of the answers %s
3720,22,narrowLong,,All of the students got all of the answers wrong,0,Graduated College,2197624,1665493391560,1665491193936,male,Spanish,6,John|Lesly|Lisanne|Mia|Alex|Daniel|Johann|Julia|Theresa|Tina|Jan|Tim|Susanne|Nico|Rebecca|Marie|Julian|Amy|Thomas|Lisa,"All,Most,None,Some|some,all,most,none|wrong,right",634560f4cd2bc21f42d80635,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,5566,All|all|wrong,0|0|0|0|0|0|0|0|0|0|0,%s of the students got %s of the answers %s
3719,39,narrowLong,,Most of the students got all of the answers wrong,0,Graduated College,772780,1665492955502,1665492182722,female,English,6,Julian|Marie|Pablo|Lisanne|Lisa|Theresa|Thomas|Chris|Lesly|Jan|Tina|Daniel|Julia|Nico|Mia|Alex|Amy|Rebecca|Johann|Tim,"None,Most,All,Some|most,some,all,none|right,wrong",634564c70571d1ab1b1ae424,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,40926,Most|all|wrong,1|1|1|1|0|0|0|0|0|0|0,%s of the students got %s of the answers %s
3719,39,narrowLong,,Some of the students got all of the answers right,1,Graduated College,772780,1665492955502,1665492182722,female,English,6,Jan|Tina|Mia|Susanne|Marie|Pablo|Amy|Thomas|Lesly|Julian|Rebecca|Johann|Alex|Chris|Lisa|Theresa|Tim|Lisanne|John|Daniel,"None,Most,All,Some|most,some,all,none|right,wrong",634564c70571d1ab1b1ae424,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,32418,Some|all|right,6|6|6|6|5|5|5|1|1|1|1,%s of the students got %s of the answers %s
3719,39,narrowLong,,Some of the students got all of the answers wrong,0,Graduated College,772780,1665492955502,1665492182722,female,English,6,Rebecca|Nico|Lisanne|Lisa|Johann|Mia|Daniel|Tina|Susanne|Julia|Lesly|Amy|Julian|Alex|Thomas|Tim|Chris|Pablo|Theresa|Marie,"None,Most,All,Some|most,some,all,none|right,wrong",634564c70571d1ab1b1ae424,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,20798,Some|all|wrong,6|6|6|6|6|6|6|0|0|0|0,%s of the students got %s of the answers %s
3719,39,narrowLong,,Most of the students got most of the answers right,1,Graduated College,772780,1665492955502,1665492182722,female,English,6,Chris|Julia|Julian|Daniel|Rebecca|Theresa|Tim|Tina|Lesly|Jan|Johann|Pablo|Lisa|Mia|Marie|Susanne|Amy|Lisanne|Thomas|Nico,"None,Most,All,Some|most,some,all,none|right,wrong",634564c70571d1ab1b1ae424,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,38729,Most|most|right,6|6|6|6|5|5|5|5|5|5|5,%s of the students got %s of the answers %s
3719,39,narrowLong,,Most of the students got most of the answers right,1,Graduated College,772780,1665492955502,1665492182722,female,English,6,Mia|Pablo|Julian|Lisanne|Johann|Nico|Julia|Thomas|Marie|Susanne|Lesly|Tina|John|Chris|Theresa|Amy|Rebecca|Daniel|Jan|Tim,"None,Most,All,Some|most,some,all,none|right,wrong",634564c70571d1ab1b1ae424,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,16331,Most|most|right,5|5|5|5|5|5|5|0|0|0|0,%s of the students got %s of the answers %s
3719,39,narrowLong,,All of the students got all of the answers wrong,0,Graduated College,772780,1665492955502,1665492182722,female,English,6,Johann|Rebecca|Theresa|Pablo|Julia|Thomas|Daniel|Nico|Lesly|Alex|Marie|Mia|Jan|Susanne|John|Julian|Chris|Lisa|Amy|Tim,"None,Most,All,Some|most,some,all,none|right,wrong",634564c70571d1ab1b1ae424,6343e5b2bd59a55d555e7544,Describe these results of Riverside so as to make it appear as if there is a <b>low</b> success rate without lying.,23770,All|all|wrong,0|0|0|0|0|0|0|0|0|0|0,%s of the students got %s of the answers %s
3719,39,narrowLong,,Some of the students got most of the answers right,1,Graduated College,772780,1665492955502,1665492182722,female,English,6,Tim|Lisanne|Mia|Thomas|Julian|Daniel|Amy|Alex|Tina|Lisa|Lesly|Pablo|John|Chris|Johann|Susanne|Theresa|Julia|Rebecca|Jan,"None,Most,All,Some|most,some,all,none|right,wrong",634564c70571d1ab1b1ae424,6343e5b2bd59a55d555e7544,Describe these results of Green Valley so as to make it appear as if there is a <b>high</b> success rate without lying.,18399,Some|most|right,5|5|5|5|1|1|1|0|0|0|0,%s of the students got %s of the answers %s
