submission_id,age,comments,completed_text,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,nQuestions,names,options,question,responseTime,responses,studentsArray,text
3594,33,very pleased with the survey and it is interesting as well.,Some of the students got some of the answers wrong,0,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Tina|Mia|Susanne|Lisanne|Lisa,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,18406,Some|some|wrong,12|12|3|3|3,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,Some of the students got some of the answers right,1,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Susanne|Marie|Pablo|Tim|Julian,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,18561,Some|some|right,12|12|3|0|0,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,All of the students got most of the answers wrong,0,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Susanne|Nico|Marie|Johann|John,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,20401,All|most|wrong,3|3|0|0|0,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,Some of the students got some of the answers wrong,0,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Marie|Jan|Amy|Tina|Mia,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,13918,Some|some|wrong,9|9|9|3|3,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,Most of the students got most of the answers wrong,0,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Tina|Mia|Johann|Lesly|Nico,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,14059,Most|most|wrong,9|9|0|0|0,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,All of the students got none of the answers right,1,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Susanne|Tina|Chris|Amy|Daniel,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,58254,All|none|right,0|0|0|0|0,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,All of the students got most of the answers right,1,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Lisa|Daniel|Tina|Amy|Marie,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,12120,All|most|right,12|12|12|9|9,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,Some of the students got most of the answers wrong,0,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Jan|John|Julia|Marie|Lesly,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,15781,Some|most|wrong,9|9|3|0|0,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,Most of the students got most of the answers right,1,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Jan|Pablo|Chris|Thomas|Lisa,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,14204,Most|most|right,12|12|12|0|0,%s of the students got %s of the answers %s
3594,33,very pleased with the survey and it is interesting as well.,All of the students got most of the answers wrong,0,Graduated High-school,971289,1663165010697,1663164039408,female,English,12,Tim|Daniel|Pablo|Julian|Nico,"Some,None,Most,All|none,most,all,some|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,12912,All|most|wrong,3|3|3|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Most of the students got all of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Rebecca|Marie|Julia|Jan|Lesly,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,17628,Most|all|right,12|12|9|9|9,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Most of the students got none of the answers right,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Tim|Johann|Lisanne|Lesly|Lisa,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,11116,Most|none|right,9|9|0|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),None of the students got all of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Lisa|Daniel|Nico|Johann|Amy,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,19935,None|all|right,0|0|0|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),All of the students got some of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Daniel|Pablo|Julia|John|Julian,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,20566,All|some|right,3|3|3|3|3,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Some of the students got most of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Mia|Thomas|Chris|Jan|Johann,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,11571,Some|most|right,9|9|3|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Some of the students got none of the answers right,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Rebecca|Alex|Marie|Jan|Lisa,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,25189,Some|none|right,9|9|9|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Some of the students got all of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Johann|Thomas|Jan|Rebecca|Lisanne,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,14163,Some|all|right,12|12|3|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),All of the students got most of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Amy|Marie|Tina|Chris|Tim,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,11148,All|most|right,12|12|12|9|9,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Some of the students got all of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Alex|Pablo|Chris|John|Jan,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,17178,Some|all|right,12|12|9|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Most of the students got all of the answers right,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Lesly|Theresa|Johann|Chris|Susanne,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,20464,Most|all|right,12|12|12|12|12,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Most of the students got most of the answers wrong,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Theresa|John|Thomas|Julian|Lesly,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,5883,Most|most|wrong,3|3|0|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),None of the students got all of the answers right,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Lisa|Rebecca|Thomas|Lesly|Johann,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,9439,None|all|right,9|9|9|3|3,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Some of the students got all of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Theresa|Johann|Lisa|Marie|Amy,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,4814,Some|all|right,12|12|0|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),None of the students got all of the answers right,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Pablo|Tina|Lisa|Mia|Julia,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,29857,None|all|right,9|9|3|3|3,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Some of the students got most of the answers wrong,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Susanne|Marie|Johann|Daniel|Tim,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,7016,Some|most|wrong,12|12|9|3|3,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Most of the students got most of the answers wrong,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Alex|Thomas|Marie|Jan|Julian,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,26142,Most|most|wrong,12|12|3|3|3,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Some of the students got none of the answers right,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Daniel|Johann|John|Tina|Theresa,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,7965,Some|none|right,12|12|12|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Most of the students got most of the answers wrong,0,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Susanne|Mia|Tim|Lisanne|John,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,16629,Most|most|wrong,3|3|3|0|0,%s of the students got %s of the answers %s
3593,25,This study was very fun :),Most of the students got all of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Nico|Tina|Julian|Chris|Daniel,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,5137,Most|all|right,12|12|12|3|3,%s of the students got %s of the answers %s
3593,25,This study was very fun :),All of the students got most of the answers right,1,Graduated College,538392,1663164511885,1663163973493,male,"Polish, English ",12,Daniel|Amy|Johann|Susanne|Chris,"None,All,Some,Most|none,some,most,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,6279,All|most|right,9|9|9|9|9,%s of the students got %s of the answers %s
3592,23,,Most of the students got all of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Rebecca|Marie|Chris|Nico|Alex,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,14427,Most|all|right,12|12|12|0|0,%s of the students got %s of the answers %s
3592,23,,Most of the students got some of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Chris|Nico|Lisa|John|Julian,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,115601,Most|some|wrong,12|12|9|9|9,%s of the students got %s of the answers %s
3592,23,,Some of the students got all of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Alex|Chris|Julian|Pablo|Thomas,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,9761,Some|all|right,12|12|0|0|0,%s of the students got %s of the answers %s
3592,23,,Some of the students got some of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Susanne|John|Mia|Lisa|Daniel,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,17122,Some|some|wrong,12|12|12|9|9,%s of the students got %s of the answers %s
3592,23,,All of the students got all of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Jan|Thomas|Susanne|Julian|John,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,6618,All|all|right,12|12|12|12|12,%s of the students got %s of the answers %s
3592,23,,Some of the students got all of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Daniel|Tim|Lisa|Amy|Tina,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,14391,Some|all|right,12|12|9|3|3,%s of the students got %s of the answers %s
3592,23,,Most of the students got most of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Tina|Chris|Daniel|Susanne|Lisa,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,7245,Most|most|right,9|9|9|0|0,%s of the students got %s of the answers %s
3592,23,,Some of the students got all of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Daniel|Jan|Lesly|Lisa|Tina,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,11501,Some|all|right,12|12|9|0|0,%s of the students got %s of the answers %s
3592,23,,Some of the students got some of the answers wrong,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Rebecca|Susanne|Tim|Pablo|Alex,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,115999,Some|some|wrong,0|0|0|0|0,%s of the students got %s of the answers %s
3592,23,,Some of the students got all of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Tim|Alex|Nico|Jan|Theresa,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,10699,Some|all|wrong,12|12|3|0|0,%s of the students got %s of the answers %s
3592,23,,All of the students got most of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Johann|Theresa|Nico|John|Susanne,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,11264,All|most|wrong,3|3|3|3|3,%s of the students got %s of the answers %s
3592,23,,Most of the students got all of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Daniel|Tim|Theresa|Julian|Nico,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,5100,Most|all|wrong,3|3|0|0|0,%s of the students got %s of the answers %s
3592,23,,Most of the students got most of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Lesly|Alex|Julian|Theresa|Susanne,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,6948,Most|most|wrong,9|9|3|0|0,%s of the students got %s of the answers %s
3592,23,,All of the students got some of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Lisanne|Alex|Julian|John|Julia,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,34702,All|some|right,9|9|3|3|3,%s of the students got %s of the answers %s
3592,23,,All of the students got most of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Theresa|Rebecca|Julia|Chris|Susanne,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,11297,All|most|wrong,3|3|3|0|0,%s of the students got %s of the answers %s
3592,23,,Most of the students got most of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Lisa|Lisanne|Marie|Julian|Susanne,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,6885,Most|most|wrong,12|12|3|3|3,%s of the students got %s of the answers %s
3592,23,,Some of the students got most of the answers wrong,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Nico|Alex|Daniel|Tim|Pablo,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,22155,Some|most|wrong,12|12|12|3|3,%s of the students got %s of the answers %s
3592,23,,All of the students got most of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Lisanne|Tim|Rebecca|Mia|Johann,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,4342,All|most|right,9|9|9|9|9,%s of the students got %s of the answers %s
3592,23,,Some of the students got most of the answers right,1,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Nico|Mia|Lisa|Julia|Marie,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,5527,Some|most|right,9|9|0|0|0,%s of the students got %s of the answers %s
3592,23,,None of the students got all of the answers right,0,Graduated College,1064033,1663164313460,1663163249427,male,English,12,Marie|Susanne|Johann|Lesly|Mia,"All,Some,Most,None|none,all,some,most|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,11190,None|all|right,9|9|9|3|3,%s of the students got %s of the answers %s
3591,29,,Some of the students got most of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Julia|Daniel|Tim|Julian|Pablo,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,67945,Some|most|right,9|9|9|3|3,%s of the students got %s of the answers %s
3591,29,,Most of the students got most of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Johann|Chris|Amy|Mia|John,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,16610,Most|most|wrong,3|3|0|0|0,%s of the students got %s of the answers %s
3591,29,,Most of the students got all of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Marie|Chris|Tim|Alex|Tina,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,18744,Most|all|right,12|12|12|3|3,%s of the students got %s of the answers %s
3591,29,,Some of the students got some of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Johann|Julian|Jan|Nico|Amy,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,32357,Some|some|right,3|3|3|0|0,%s of the students got %s of the answers %s
3591,29,,Some of the students got most of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Alex|Thomas|Nico|John|Lisanne,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,17320,Some|most|wrong,12|12|9|3|3,%s of the students got %s of the answers %s
3591,29,,Some of the students got none of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Tina|Alex|Susanne|Julia|Mia,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,98469,Some|none|right,0|0|0|0|0,%s of the students got %s of the answers %s
3591,29,,Most of the students got all of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Theresa|Johann|Lesly|Pablo|Nico,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,20536,Most|all|right,12|12|12|9|9,%s of the students got %s of the answers %s
3591,29,,Some of the students got most of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Amy|Tim|Tina|Julian|Alex,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,30232,Some|most|right,9|9|3|0|0,%s of the students got %s of the answers %s
3591,29,,Some of the students got all of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Nico|Tina|Johann|Alex|Lisanne,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,12132,Some|all|wrong,12|12|9|0|0,%s of the students got %s of the answers %s
3591,29,,All of the students got all of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Lisa|Alex|John|Mia|Thomas,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,13575,All|all|right,12|12|12|12|12,%s of the students got %s of the answers %s
3591,29,,Most of the students got most of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Marie|Tim|Tina|Rebecca|Alex,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,10912,Most|most|wrong,3|3|3|3|3,%s of the students got %s of the answers %s
3591,29,,Some of the students got all of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Alex|Chris|Theresa|Susanne|Tim,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,7820,Some|all|wrong,12|12|12|0|0,%s of the students got %s of the answers %s
3591,29,,Most of the students got most of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Daniel|Mia|Marie|John|Tina,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,42536,Most|most|wrong,12|12|3|3|3,%s of the students got %s of the answers %s
3591,29,,Most of the students got most of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Lisanne|John|Mia|Alex|Thomas,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,27284,Most|most|right,12|12|9|9|9,%s of the students got %s of the answers %s
3591,29,,Most of the students got all of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Marie|Chris|Amy|Susanne|John,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,10592,Most|all|wrong,12|12|0|0|0,%s of the students got %s of the answers %s
3591,29,,Some of the students got all of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Tina|Johann|Julia|Alex|Chris,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,14908,Some|all|wrong,12|12|3|0|0,%s of the students got %s of the answers %s
3591,29,,Most of the students got most of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Lesly|Nico|Lisa|John|Daniel,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,8244,Most|most|right,9|9|9|0|0,%s of the students got %s of the answers %s
3591,29,,All of the students got some of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Lisanne|Lisa|Rebecca|Julian|Pablo,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,15104,All|some|wrong,9|9|9|9|9,%s of the students got %s of the answers %s
3591,29,,Most of the students got most of the answers wrong,0,Higher degree,818274,1663164074781,1663163256507,female,English,12,Thomas|Amy|Nico|Daniel|John,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,10048,Most|most|wrong,9|9|3|3|3,%s of the students got %s of the answers %s
3591,29,,Some of the students got most of the answers right,1,Higher degree,818274,1663164074781,1663163256507,female,English,12,Chris|Pablo|Thomas|Susanne|Nico,"Some,None,Most,All|most,some,none,all|wrong,right",Describe these results of Green Valley so as to make it appear as if there is a high success rate without lying.,7825,Some|most|right,9|9|0|0|0,%s of the students got %s of the answers %s
3590,21,N/A,None of the students got all of the answers right,0,Graduated High-school,506886,1663163823455,1663163316569,male,"English, Greek",12,Theresa|Chris|Amy|Alex|Tina,"None,Most,All,Some|most,all,none,some|right,wrong",Describe these results of Riverside so as to make it appear as if there is a low success rate without lying.,23529,None|all|right,9|9|3|0|0,%s of the students got %s of the answers %s
